   -2.3728803972E+00   -2.3708711888E+00   -2.3688653800E+00   -2.3668629623E+00
   -2.3648639270E+00   -2.3628682655E+00   -2.3608759694E+00   -2.3588870301E+00
   -2.3569014392E+00   -2.3549191882E+00   -2.3529402686E+00   -2.3509646722E+00
   -2.3489923905E+00   -2.3470234152E+00   -2.3450577380E+00   -2.3430953506E+00
   -2.3411362447E+00   -2.3391804122E+00   -2.3372278448E+00   -2.3352785344E+00
   -2.3333324728E+00   -2.3313896519E+00   -2.3294500637E+00   -2.3275137000E+00
   -2.3255805529E+00   -2.3236506142E+00   -2.3217238761E+00   -2.3198003306E+00
   -2.3178799697E+00   -2.3159627856E+00   -2.3140487704E+00   -2.3121379162E+00
   -2.3102302152E+00   -2.3083256596E+00   -2.3064242416E+00   -2.3045259535E+00
   -2.3026307876E+00   -2.3007387361E+00   -2.2988497915E+00   -2.2969639459E+00
   -2.2950811920E+00   -2.2932015219E+00   -2.2913249282E+00   -2.2894514034E+00
   -2.2875809398E+00   -2.2857135300E+00   -2.2838491666E+00   -2.2819878420E+00
   -2.2801295489E+00   -2.2782742798E+00   -2.2764220274E+00   -2.2745727843E+00
   -2.2727265433E+00   -2.2708832969E+00   -2.2690430380E+00   -2.2672057592E+00
   -2.2653714533E+00   -2.2635401131E+00   -2.2617117315E+00   -2.2598863013E+00
   -2.2580638152E+00   -2.2562442663E+00   -2.2544276474E+00   -2.2526139514E+00
